TIME,Baseline,Initial,Intermediate,Robust
1935-09-30,116.29821692304,113.68739916018001,110.96991374553001,109.04989601330999
1936-09-30,115.90202278782,112.96612265760001,109.67974310007,106.44923707442999
1937-09-30,115.81059337200001,112.64104029024001,109.39021661664,105.96161352339
1938-09-30,114.22581683112,110.89372256568,107.56670771223,103.64540165595001
1939-09-30,115.57694042045999,112.30071968691,109.08545189723999,105.34700467260001
1940-09-30,115.69884630822,112.43278439864999,109.34450190873001,105.88034293154998
1941-09-30,113.2200932571,109.54259897634,105.98193117135001,102.20284865079
1942-09-30,111.92992261164,107.85623419566001,102.29427806660999,98.51519554605
1943-09-30,111.66579318816,107.79528125177998,102.61936043397,99.05869262898001
1944-09-30,112.39722851472,108.53687540232,103.74191048376001,100.3691809224
1945-09-30,112.67659617417,108.87211659366,104.35651933454999,101.12093389692001
1946-09-30,113.90073446376,110.16736665110999,105.83462822364,102.73110749774999
1947-09-30,115.50074924060999,111.82833437184,107.71909007193,104.72731640982
1948-09-30,117.16171696134,113.57057268440998,109.61879015619,106.72352532189002
1949-09-30,119.1122111655,115.61757571638002,111.80801672388002,108.99402248142
1950-09-30,120.86460830205,117.42584638482,113.76866975201999,111.02070786543
1951-09-30,120.72746417832,116.93822283378,112.32611674685998,108.79592541381
1952-09-30,119.26459352520001,114.97249039364998,109.95911075951999,105.14890760499
1953-09-30,120.30587298314998,116.22202574319,111.45245788458,106.86574885761001
1954-09-30,121.91096717199001,117.93886699580999,113.40803150073002,109.13624601714
1955-09-30,123.37383782510999,119.44745235683999,115.06391980947001,110.94451668558
1956-09-30,122.2106524794,117.77124640014,111.67087260015,107.11971945711001
1957-09-30,123.66844372053001,119.44237294484999,113.64168445226998,109.32926367276
1958-09-30,122.84557897815,118.27410818714999,112.43786381064,108.23211068292001
1959-09-30,124.38972022311,119.98079061578999,114.46454919464998,110.43657548658
1960-09-30,126.17767324359,121.89064952403001,116.66901399830999,112.81374029789998
1961-09-30,129.03230278197,124.84686730220999,119.82840825608999,116.10011985543
1962-09-30,129.90596164425,125.73068498847002,120.87476712603002,117.25822578914999
1963-09-30,129.80945281644,125.71036734051,121.03730830971,117.52743462462
1964-09-30,131.19105287771998,127.18847622960001,122.67287897048998,119.26459352520001
1965-09-30,131.05390875399,126.76688503443002,121.76366422428,118.10648759148002
1966-09-30,132.27296763159,128.11292921178,123.30272605725,119.77761413619
1967-09-30,131.54153230503002,127.41704976915,122.78462603426999,119.38142000097001
1968-09-30,133.12122943392,129.08309690187,124.60305552669,121.30143773319
1969-09-30,130.9980352221,126.41132619513,121.07286419363999,116.83663459398002
1970-09-30,131.51105583309,126.66021738264,120.89000536199998,116.38964633885998
1971-09-30,132.70979706273,128.06213509187998,122.57129073069,118.30458465909001
1972-09-30,134.29965301559997,129.82469105241,124.56749964276,120.48873181478999
1973-09-30,134.03044418013,129.51992633301,124.45067316698999,120.54968475867003
1974-09-30,134.32505007555,129.90596164425,124.94337613002,121.18461125742002
1975-09-30,134.15235006789,129.73834104858003,124.9027408341,121.22016714135
1976-09-30,135.620300133,131.32311758946,126.67545561860999,123.11478781362001
1977-09-30,140.30859739977,136.11300309603,131.64312054483,128.27039098347
1978-09-30,139.39430324157001,135.11235893399999,130.68819109071003,127.33577917731
1979-09-30,139.38922382958,135.12759716997,130.83549403842,127.55927330487
1980-09-30,138.68318556297,133.81202946456,127.82848214034,124.09511432769
1981-09-30,140.05462680027003,135.37648835748,129.6265939848,126.03037029588
1982-09-30,138.11429142009,133.01456178213,127.08688798979998,122.90145251004
1983-09-30,134.48251184724,128.78849100645002,121.16429360946,116.38456692687001
1984-09-30,134.54346479112002,128.66658511869,120.43793769489001,115.06899922145999
1985-09-30,135.49331483325,129.86532634833,122.08874659164,116.96361989373001
1986-09-30,134.47235302326,128.53452040695,120.43793769489001,115.34836688091
1987-09-30,135.62537954499,129.91612046823,122.24620836333,117.37505226492
1988-09-30,138.01778259228,132.47614411119,125.27353790937,120.61063770255
1989-09-30,139.50097089335998,134.06600006406,127.16307916964999,122.67795838248
1990-09-30,141.83750040876,136.52951487921,129.91612046823,125.62909674867002
1991-09-30,142.81782692283,137.59111198511997,131.18089405374,127.04117328189
1992-09-30,144.763241715,139.61271795714,133.4361529773,129.45897338913
1993-09-30,143.71180343307,138.48000908337,132.44566763925002,128.12308803576002
1994-09-30,144.44831817161997,139.29779441376002,133.46155003725002,129.33198808938
1995-09-30,142.60449161925,137.10348843408002,130.95739992618,126.61450267473
1996-09-30,142.14734454015,136.48380017129998,130.38342637131,125.81195558030998
1997-09-30,140.98415919444,134.86854715848,126.95990269004997,121.96684070388002
1998-09-30,138.63747085506003,132.19169703974998,124.26781433535001,118.63474643843999
1999-09-30,138.92699733849,132.70979706273,125.18210849354999,119.75221707624
